run_group,stage,layer,family,case_id,role,source_path,role_call_count,hydrated_bytes,hydrated_item_count,memory_bytes,memory_item_count,artifact_bytes,artifact_item_count,text_bytes,text_item_count,table_bytes,table_item_count,state_ref_count,prompt_bytes,prompt_visible_bytes,prompt_scaffolding_bytes,non_external_prompt_visible_bytes,completion_tokens,replay_class,quality_pass
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-3,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,1.0,1.0,1289.0,30.0,1259.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-3,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-3/logs/task_metrics.json,1.0,291.0,3.0,0.0,0.0,220.0,1.0,291.0,,30.0,1.0,1.0,1338.0,541.0,797.0,220.0,86.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-4,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1073.0,0.0,1073.0,0.0,318.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-4,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/task_metrics.json,1.0,303.0,3.0,0.0,0.0,0.0,0.0,303.0,,30.0,1.0,1.0,1702.0,333.0,1369.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-4,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,1.0,1.0,1289.0,30.0,1259.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-4,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-4/logs/task_metrics.json,1.0,303.0,3.0,0.0,0.0,220.0,1.0,303.0,,30.0,1.0,1.0,1350.0,553.0,797.0,220.0,81.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-5,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-5/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1073.0,0.0,1073.0,0.0,324.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-5,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-5/logs/task_metrics.json,1.0,312.0,3.0,0.0,0.0,0.0,0.0,312.0,,29.0,1.0,1.0,1738.0,341.0,1397.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-5,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-5/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.0,1.0,1.0,1288.0,29.0,1259.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-5,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-5/logs/task_metrics.json,1.0,312.0,3.0,0.0,0.0,218.0,1.0,312.0,,29.0,1.0,1.0,1356.0,559.0,797.0,218.0,93.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-6,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-6/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1068.0,0.0,1068.0,0.0,289.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-6,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-6/logs/task_metrics.json,1.0,254.0,3.0,0.0,0.0,0.0,0.0,254.0,,34.0,1.0,1.0,1671.0,288.0,1383.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-6,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-6/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.0,1.0,1.0,1293.0,34.0,1259.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-6,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-6/logs/task_metrics.json,1.0,254.0,3.0,0.0,0.0,223.0,1.0,254.0,,34.0,1.0,1.0,1308.0,511.0,797.0,223.0,82.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-7,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-7/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1076.0,0.0,1076.0,0.0,306.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-7,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-7/logs/task_metrics.json,1.0,298.0,3.0,0.0,0.0,0.0,0.0,298.0,,38.0,1.0,1.0,1702.0,336.0,1366.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-7,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-7/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.0,1.0,1.0,1297.0,38.0,1259.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-7,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-7/logs/task_metrics.json,1.0,298.0,3.0,0.0,0.0,227.0,1.0,298.0,,38.0,1.0,1.0,1360.0,563.0,797.0,227.0,74.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-8,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-8/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1068.0,0.0,1068.0,0.0,319.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-8,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-8/logs/task_metrics.json,1.0,312.0,3.0,0.0,0.0,0.0,0.0,312.0,,34.0,1.0,1.0,1754.0,346.0,1408.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-8,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-8/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.0,1.0,1.0,1293.0,34.0,1259.0,0.0,31.0,,True
p0_full,02_compare_full,L3,financial_report_analysis,benchmark-sample-8,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/benchmark-sample-8/logs/task_metrics.json,1.0,312.0,3.0,0.0,0.0,223.0,1.0,312.0,,34.0,1.0,1.0,1366.0,569.0,797.0,223.0,82.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-001,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-001/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1174.0,0.0,1174.0,0.0,181.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-001,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-001/logs/task_metrics.json,1.0,720.0,3.0,0.0,0.0,0.0,0.0,720.0,,50.0,1.0,1.0,1998.0,770.0,1228.0,0.0,29.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-001,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-001/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,1.0,1192.0,50.0,1142.0,0.0,29.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-001,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-001/logs/task_metrics.json,1.0,720.0,3.0,0.0,0.0,215.0,1.0,720.0,,50.0,1.0,1.0,1788.0,985.0,803.0,215.0,58.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-002,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-002/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1207.0,0.0,1207.0,0.0,192.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-002,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-002/logs/task_metrics.json,1.0,720.0,3.0,0.0,0.0,0.0,0.0,720.0,,65.0,1.0,1.0,2267.0,785.0,1482.0,0.0,35.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-002,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-002/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65.0,1.0,1.0,1456.0,65.0,1391.0,0.0,35.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-002,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-002/logs/task_metrics.json,1.0,720.0,3.0,0.0,0.0,226.0,1.0,720.0,,65.0,1.0,1.0,1837.0,1011.0,826.0,226.0,94.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-003,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-003/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1115.0,0.0,1115.0,0.0,358.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-003,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-003/logs/task_metrics.json,1.0,344.0,3.0,0.0,0.0,0.0,0.0,344.0,,57.0,1.0,1.0,1621.0,401.0,1220.0,0.0,31.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-003,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-003/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,1.0,1.0,1233.0,57.0,1176.0,0.0,31.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-003,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-003/logs/task_metrics.json,1.0,344.0,3.0,0.0,0.0,218.0,1.0,344.0,,57.0,1.0,1.0,1428.0,619.0,809.0,218.0,65.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-004,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-004/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1127.0,0.0,1127.0,0.0,230.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-004,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-004/logs/task_metrics.json,1.0,345.0,3.0,0.0,0.0,0.0,0.0,345.0,,57.0,1.0,1.0,1860.0,402.0,1458.0,0.0,35.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-004,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-004/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,1.0,1.0,1436.0,57.0,1379.0,0.0,35.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-agg-004,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-agg-004/logs/task_metrics.json,1.0,345.0,3.0,0.0,0.0,222.0,1.0,345.0,,57.0,1.0,1.0,1441.0,624.0,817.0,222.0,65.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-001,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-001/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1205.0,0.0,1205.0,0.0,259.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-001,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-001/logs/task_metrics.json,1.0,649.0,3.0,0.0,0.0,0.0,0.0,649.0,,50.0,1.0,1.0,2177.0,699.0,1478.0,0.0,33.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-001,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-001/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,1.0,1423.0,50.0,1373.0,0.0,33.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-001,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-001/logs/task_metrics.json,1.0,649.0,3.0,0.0,0.0,220.0,1.0,649.0,,50.0,1.0,1.0,1732.0,919.0,813.0,220.0,57.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-002,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-002/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1116.0,0.0,1116.0,0.0,223.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-002,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-002/logs/task_metrics.json,1.0,345.0,3.0,0.0,0.0,0.0,0.0,345.0,,57.0,1.0,1.0,1850.0,402.0,1448.0,0.0,33.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-002,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-002/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,1.0,1.0,1430.0,57.0,1373.0,0.0,33.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-002,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-002/logs/task_metrics.json,1.0,345.0,3.0,0.0,0.0,220.0,1.0,345.0,,57.0,1.0,1.0,1435.0,622.0,813.0,220.0,73.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-003,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-003/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1184.0,0.0,1184.0,0.0,273.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-003,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-003/logs/task_metrics.json,1.0,345.0,3.0,0.0,0.0,0.0,0.0,345.0,,57.0,1.0,1.0,1677.0,402.0,1275.0,0.0,31.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-003,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-003/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,1.0,1.0,1177.0,57.0,1120.0,0.0,31.0,,True
p0_full,02_compare_full,L3,continuous_csv_table_analysis,formal-anomaly-003,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-anomaly-003/logs/task_metrics.json,1.0,345.0,3.0,0.0,0.0,228.0,1.0,345.0,,57.0,1.0,1.0,1459.0,630.0,829.0,228.0,56.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-001,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-001/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1184.0,0.0,1184.0,0.0,267.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-001,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-001/logs/task_metrics.json,1.0,557.0,3.0,0.0,0.0,0.0,0.0,557.0,,60.0,2.0,1.0,1976.0,617.0,1359.0,0.0,31.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-001,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-001/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,2.0,1.0,1224.0,60.0,1164.0,0.0,31.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-001,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-001/logs/task_metrics.json,1.0,557.0,3.0,0.0,0.0,305.0,1.0,557.0,,60.0,2.0,1.0,1771.0,922.0,849.0,305.0,68.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-002,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-002/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1184.0,0.0,1184.0,0.0,268.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-002,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-002/logs/task_metrics.json,1.0,557.0,3.0,0.0,0.0,0.0,0.0,557.0,,60.0,2.0,1.0,1976.0,617.0,1359.0,0.0,31.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-002,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-002/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,2.0,1.0,1224.0,60.0,1164.0,0.0,31.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-002,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-002/logs/task_metrics.json,1.0,557.0,3.0,0.0,0.0,305.0,1.0,557.0,,60.0,2.0,1.0,1771.0,922.0,849.0,305.0,67.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-003,planner,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-003/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1184.0,0.0,1184.0,0.0,276.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-003,retriever,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-003/logs/task_metrics.json,1.0,557.0,3.0,0.0,0.0,0.0,0.0,557.0,,59.0,2.0,1.0,1975.0,616.0,1359.0,0.0,31.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-003,executor,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-003/logs/task_metrics.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59.0,2.0,1.0,1223.0,59.0,1164.0,0.0,31.0,,True
p0_full,02_compare_full,L3,cross_period_financial_analysis,formal-join-003,summarizer,/home/qcrs/statebus/runs/full_qwen3_full_p1_20260715_001059/stages/02_compare_full/workspaces/local_vllm/statebus/formal-join-003/logs/task_metrics.json,1.0,557.0,3.0,0.0,0.0,305.0,1.0,557.0,,59.0,2.0,1.0,1770.0,921.0,849.0,305.0,71.0,,True
